from,to,weight
P06400,O43463,0.2445893
P06400,O75832,-0.474459967
P06400,O96017,0.651218483
P06400,P39880,-0.64842616
P06400,Q9Y605,-0.986829753
P06400,Q01094,-0.882514017
P06400,P33993,-0.111471716
P06400,Q96PU4,0.362742535
P06400,Q00534,-0.228937635
P06400,P24385,0.570050236
P06400,P78396,-0.070352408
P06400,Q13627,-0.529817117
P06400,Q93009,-0.013486114
P06400,P17480,-0.095739254
P06400,P20248,-0.489743643
P06400,Q13574,0.250940314
P06400,P62937,0.046365317
P06400,P24864,-0.115845833
P06400,Q5T8A7,0.993060723
P06400,P26358,-0.649967596
P06400,P35232,-0.781902501
P06400,P30260,-0.7022686
P06400,Q9Y468,-0.988118059
P06400,Q92994,-0.603680217
P06400,Q5TKA1,-0.046451719
P06400,Q09028,0.007092567
P06400,Q16576,-0.418593014
P06400,P50750,0.536921374
P06400,O94921,0.528847898
P06400,Q96FV9,0.845491352
P06400,P17947,0.955526456
P06400,Q8IZL8,0.232843885
P06400,P07197,-0.905851841
P06400,P17542,0.085771806
P06400,O75884,0.938255945
P06400,P42685,-0.659900858
P06400,Q9UBU8,0.821024839
P06400,O00716,-0.849426134
P06400,Q92569,-0.499419661
P06400,Q96GD4,0.266025388
P06400,Q9NRG4,-0.494169145
P06400,Q00577,0.946543781
P06400,P21675,-0.30245868
P06400,Q9UGL1,0.089521559
P06400,Q13029,0.287391337
P06400,Q15643,0.594971771
P06400,O14682,-0.099137077
P06400,Q12931,-0.450603989
P06400,Q9Y6B2,0.04488228
P06400,P29375,-0.11046953
P06400,Q14209,-0.122173582
P06400,Q16533,0.120830466
P06400,O60381,0.917136662
P06400,Q02548,0.579777408
P06400,Q15744,0.089675732
P06400,Q8WUA4,0.697164983
P06400,P29374,-0.050794609
P06400,P05120,-0.134019416
P06400,P52926,0.328811161
P06400,Q14186,-0.501388092
O15078,O43303,-0.428298884
O15078,O75665,-0.148383959
O15078,O95684,-0.551824614
O15078,Q15154,-0.305167872
O15078,Q5SW79,0.893126613
O15078,Q5TB80,0.977269868
O15078,Q8IW35,0.389286167
O15078,Q9Y2D8,0.674900392
O15078,Q9NRD5,0.97940076
O15078,Q86YT6,-0.025011929
O15078,Q9NPJ6,-0.150010441
O15078,Q8TAP6,0.917449219
O15078,Q15051,0.242527639
O15078,Q96JN8,-0.840216399
O15078,Q9P209,-0.308792963
O15078,Q9BUW7,0.808453587
O15078,Q13011,-0.937330137
O15078,Q2M1K9,0.948183315
O15078,Q86T90,0.459500703
O15078,Q96M89,-0.691157534
O15078,Q9UPN4,-0.873189323
O15078,Q8WXW3,0.855192378
O15259,O75161,0.264857176
O15259,P56945,-0.372594921
O15259,Q14289,0.217018142
O15259,P21333,0.00192676
O15259,Q07912,0.690755385
O43303,P41208,-0.969495534
O43303,Q5TB80,-0.019045166
O43303,Q68CZ1,0.385739825
O43303,Q8IW35,-0.493127814
O43303,Q9HC77,0.193971831
O43303,P24941,-0.061569422
O43303,P62158,-0.92673414
O43303,Q8TAP6,0.839293126
O43303,P41002,-0.448651279
O43303,Q96JN8,-0.656562724
O43303,Q12798,-0.399115998
O75161,Q68CZ1,-0.010613195
O75161,Q92834,0.069948557
O75161,Q96KN7,0.232518065
O75161,Q99615,0.876153192
O75665,O95684,-0.812314012
O75665,Q15154,0.040855318
O75665,Q2KHM9,-0.036687578
O75665,Q5TB80,0.247025182
O75665,Q66GS9,-0.118208514
O75665,Q68CZ1,0.600039311
O75665,Q6ZU80,-0.90846835
O75665,Q86VQ0,0.431917303
O75665,Q8N0Z3,-0.561128824
O75665,Q8N157,-0.523580176
O75665,Q96MT8,-0.228239719
O75665,Q9P2K1,0.783749687
O75665,Q9Y2D8,0.037190213
O75665,P63167,-0.734322547
O75665,Q99615,0.131154871
O75665,Q9Y265,0.208245882
O75665,P53350,0.707364765
O75665,Q15691,0.050448986
O75665,Q9Y5B8,-0.972201629
O75665,Q49A88,0.980598945
O75665,Q9P209,0.335090549
O75665,Q96C92,-0.86104346
O75665,Q1MSJ5,0.741249826
O75665,Q96M89,0.691498312
O75665,Q9UPN4,-0.668525919
O75665,Q8WXW3,0.528358817
O75665,B7ZMF0,-0.525679502
O75665,Q5VT06,-0.94807731
O75665,Q96NB1,-0.570515654
O75665,Q5T9S5,0.908646267
O94986,Q66GS9,0.801683962
O94986,Q6ZU80,0.966985018
O94986,Q96MT8,0.262129282
O94986,Q6P2H3,-0.859483449
O94986,Q13568,0.918774414
O94986,O95613,0.03602879
O94986,O00444,0.297119822
O94986,Q8NHV4,0.11724056
O94986,B7ZMF0,0.085018429
O94986,Q8TCU4,-0.22478098
O95684,Q15154,0.637917091
O95684,Q2KHM9,0.142313149
O95684,Q66GS9,-0.754290062
O95684,Q96LK0,-0.46417716
O95684,Q96NL6,-0.175761807
O95684,Q92878,-0.776082297
O95684,P30153,-0.705798076
O95684,P67775,0.264291641
O95684,P62714,0.697424007
O95684,P50552,0.59606727
O95684,Q49A88,-0.222485727
O95684,Q969Q6,0.809224003
O95684,Q5VT06,0.903116622
P41208,Q8NA72,0.701583684
P41208,P54727,-0.221915261
P41208,Q01831,0.744275605
P41208,A8K8P3,0.972749864
P41208,Q9H0E7,0.677885777
P41208,Q96PV4,0.082831343
P41208,Q2NKQ1,-0.642472626
Q14203,P10636,-0.855232738
Q14203,P62993,-0.694923833
Q14203,O14777,-0.193099116
Q14203,Q96RK4,-0.938492182
Q14203,P30622,-0.821645288
Q14203,Q15691,-0.007972437
Q14203,Q96G01,-0.938068461
Q14203,P20340,-0.784141623
Q14203,Q14204,-0.289056197
Q14203,Q03001,0.030484617
Q14203,P54257,-0.317422114
Q14203,Q8TCX1,0.305123543
Q14203,P47755,0.561713423
Q14203,Q13409,0.652246015
Q14203,Q9NZ32,-0.937374339
Q14203,Q9UJW0,0.374653784
Q14203,Q13561,0.848788894
Q14203,Q9BTE1,0.269724172
Q14203,P43034,-0.35417036
Q14203,P61163,0.025223228
Q14203,Q9UKA1,-0.41027959
Q14203,P42025,0.233009553
Q14203,O75935,-0.720278887
Q14203,Q7L1Q6,0.097604628
Q14203,P52732,0.404854542
Q15154,Q2KHM9,-0.442723689
Q15154,Q5SW79,0.141869313
Q15154,Q5TB80,0.35080127
Q15154,Q66GS9,-0.25513267
Q15154,Q68CZ1,0.761662435
Q15154,Q6ZU80,0.191975469
Q15154,Q86VQ0,0.313386251
Q15154,Q8N0Z3,-0.965112685
Q15154,Q8N157,0.655718581
Q15154,Q9HC77,0.718798187
Q15154,Q9P2K1,-0.33178088
Q15154,Q9Y2D8,0.114722366
Q15154,O14777,0.380408217
Q15154,Q96RK4,0.150148998
Q15154,O95067,-0.457910768
Q15154,Q7L590,-0.160294054
Q15154,Q53EZ4,0.166524798
Q15154,Q9Y3C0,0.010432134
Q15154,Q86YT6,0.779850474
Q15154,Q9NVX0,-0.085732766
Q15154,Q9H6D7,0.304345048
Q15154,Q96CS2,0.905268126
Q15154,Q9NPJ6,-0.800490925
Q15154,P49674,0.656774946
Q15154,O95613,0.229787136
Q15154,P15924,-0.928032224
Q15154,P48730,-0.891698501
Q15154,Q49A88,-0.846243458
Q15154,Q8NHV4,0.26082641
Q15154,O95714,-0.266075502
Q15154,Q9P209,0.838425795
Q15154,Q8IY31,-0.535978091
Q15154,Q96GE4,-0.744646076
Q15154,Q1MSJ5,0.540498703
Q15154,Q8IYE1,-0.827890106
Q15154,Q96M89,-0.482784311
Q15154,Q9UPN4,-0.366775291
Q15154,Q8WXW3,0.236102715
Q15154,Q5VT06,-0.004071389
Q15154,Q96NB1,-0.617562245
Q15154,Q8WYA0,0.175306746
Q15154,Q9BR77,0.634788917
Q15154,Q6ZTW0,0.569026076
Q15154,Q9P2S5,-0.101292599
Q15154,Q86V48,0.780947656
Q15154,Q2M1P5,0.311444447
Q15468,Q6UVJ0,0.804016299
Q15468,Q9HC77,0.062916894
Q15468,Q9NRN7,0.741160717
Q2KHM9,Q5TB80,-0.976873378
Q2KHM9,Q66GS9,-0.977040324
Q2KHM9,Q68CZ1,0.51035578
Q2KHM9,Q6ZU80,-0.084787615
Q2KHM9,Q86VQ0,0.1254179
Q2KHM9,Q8NA72,0.502779667
Q2KHM9,Q96MT8,0.096843908
Q2KHM9,Q9UNE7,-0.48780273
Q2KHM9,Q8N6Y0,0.727850291
Q2KHM9,O14964,-0.052759922
Q2KHM9,Q9HAT0,0.372169981
Q2KHM9,Q53EZ4,0.372991921
Q2KHM9,Q9NPJ6,0.009124616
Q2KHM9,Q96CN9,0.022560897
Q2KHM9,Q9NX04,-0.996200192
Q2KHM9,Q96GM5,0.777600477
Q2KHM9,Q8TD31,-0.829282991
Q2KHM9,Q49A88,0.970182382
Q2KHM9,Q9NYZ3,0.606347654
Q2KHM9,Q3B820,-0.375069666
Q2KHM9,Q9P209,0.822181454
Q2KHM9,D3DUQ6,-0.944364818
Q2KHM9,Q9BT92,-0.019045789
Q2KHM9,Q8NC26,0.201316583
Q2KHM9,Q8WUE5,0.636231918
Q2KHM9,F5H3M2,-0.080624358
Q2KHM9,P51687,0.948438045
Q2KHM9,P55201,0.373048075
Q2KHM9,Q1MSJ5,0.185762548
Q2KHM9,Q4LEZ3,-0.666121888
Q2KHM9,Q53GI4,0.973690398
Q2KHM9,Q8NEH6,-0.367875231
Q2KHM9,Q96M89,-0.060332787
Q2KHM9,Q9Y252,0.021576094
Q2KHM9,Q9UPN4,0.220664362
Q2KHM9,Q8WXW3,-0.650335167
Q2KHM9,Q5VT06,0.187558815
Q2KHM9,Q96T17,-0.820105546
Q2KHM9,Q8IWC1,-0.511725625
Q2KHM9,Q8WWK9,-0.887411269
Q2KHM9,Q9ULD5,0.936010077
Q5BJF6,O00463,-0.912421795
Q5BJF6,P50222,-0.518258387
Q5BJF6,Q96L34,0.535258369
Q5BJF6,Q9NPJ6,0.2300409
Q5SW79,Q5TB80,-0.733629562
Q5SW79,Q68CZ1,-0.371391735
Q5SW79,Q86VQ0,0.914725495
Q5SW79,Q8N4C6,0.752005372
Q5SW79,Q6P5Z2,0.350066036
Q5SW79,Q969G3,-0.163427736
Q5SW79,O95295,-0.433083426
Q5SW79,P61968,0.981883356
Q5SW79,Q86W92,0.139473995
Q5SW79,Q8WXF1,0.657304037
Q5SW79,Q8TBB1,0.81014444
Q5SW79,Q9BQD3,0.490423648
Q5SW79,Q15691,0.837960151
Q5SW79,O43482,0.992931871
Q5SW79,Q9P2A4,-0.230544412
Q5SW79,Q86SE5,0.479258163
Q5SW79,Q96L14,0.931063262
Q5SW79,Q99661,0.073551024
Q5SW79,Q96CS2,-0.113061226
Q5SW79,Q13155,-0.514648774
Q5SW79,Q9BVG8,0.810140613
Q5SW79,P25800,-0.087756002
Q5SW79,Q96E35,-0.080854177
Q5SW79,P31146,-0.399739779
Q5SW79,Q63ZY3,0.170718694
Q5SW79,Q9NYB9,-0.822981608
Q5SW79,Q06455,-0.305298654
Q5SW79,Q9BU64,0.65997621
Q5SW79,Q96R06,0.837529404
Q5SW79,O00139,-0.480270033
Q5SW79,O43379,-0.877612063
Q5SW79,Q9NYP9,-0.66141262
Q5SW79,Q9UFG5,-0.552688377
Q5SW79,A1L4H1,0.809467309
Q5SW79,O14832,0.665578028
Q5SW79,Q96HB5,0.433616824
Q5SW79,Q8NHS4,0.72841081
Q5SW79,Q96HR3,-0.503644452
Q5SW79,Q8IYE0,-0.951735882
Q5SW79,Q8TAB5,0.310789215
Q5SW79,Q8TAP4,0.411081868
Q5SW79,Q99819,-0.486928867
Q5SW79,O60239,-0.677584347
Q5SW79,F5H3M2,-0.984208967
Q5SW79,Q9UKM9,0.91535217
Q5SW79,H0YB24,0.983208284
Q5SW79,Q9Y4F5,0.279039761
Q5TB80,Q66GS9,-0.798846414
Q5TB80,Q6ZU80,-0.901724181
Q5TB80,Q8IW35,-0.919415215
Q5TB80,Q8N0Z3,0.777022036
Q5TB80,Q8N960,0.493254202
Q5TB80,Q9Y2D8,-0.473105347
Q5TB80,Q53EZ4,-0.307360806
Q5TB80,Q9H6D7,0.155082821
Q5TB80,Q96CS2,0.44736663
Q5TB80,Q9NPJ6,0.204359173
Q5TB80,P32322,0.615447128
Q5TB80,Q1MSJ5,0.965160878
Q5TB80,Q96M89,-0.724130511
Q5TB80,Q96C36,-0.551403434
Q5TB80,Q9UPN4,-0.608300863
Q5TB80,Q8WXW3,0.213831818
Q5TB80,Q9P2S5,-0.612198268
Q5TB80,Q96DN5,-0.502701146
Q5TB80,Q9H3G5,-0.010215587
Q66GS9,Q6UVJ0,-0.663974032
Q66GS9,Q6ZU80,-0.385749939
Q66GS9,Q8N0Z3,0.351599975
Q66GS9,Q9HC77,-0.859897465
Q66GS9,Q9Y2D8,-0.175532686
Q66GS9,Q9NPJ6,0.962941703
Q66GS9,Q9BRK4,0.206470552
Q66GS9,Q49A88,0.483225888
Q66GS9,Q9P209,0.867262969
Q66GS9,Q8IUD2,0.891974146
Q66GS9,Q1MSJ5,0.967608465
Q66GS9,Q9UPN4,-0.407913711
Q66GS9,Q8WXW3,0.826417439
Q66GS9,Q96NB1,0.268640967
Q66GS9,Q5T9S5,0.326307713
Q66GS9,Q9BR77,-0.016869046
Q66GS9,Q9P2S5,0.608567201
Q66GS9,Q96DN5,-0.935759328
Q66GS9,O60292,0.737554667
Q68CZ1,Q92834,0.562361113
Q68CZ1,Q96B97,0.603670525
Q68CZ1,Q9Y5K6,0.623463433
Q68CZ1,Q6WCQ1,-0.156659528
Q68CZ1,O94972,-0.153617695
Q68CZ1,P21731,-0.382163749
Q68CZ1,P47755,0.063281939
Q68CZ1,Q5VSY0,-0.128955954
Q68CZ1,O95373,0.341630162
Q68CZ1,Q1MSJ5,0.301345034
Q68CZ1,B7ZMF0,0.145712567
Q68CZ1,P51957,0.473330628
Q6UVJ0,Q9HC77,-0.81154452
Q6UVJ0,O94868,0.621995085
Q6ZU80,Q96MT8,-0.188149954
Q6ZU80,Q9Y2D8,0.970976982
Q6ZU80,Q99598,-0.443312648
Q86VQ0,Q9Y2D8,-0.843950467
Q86VQ0,Q04917,0.617528847
Q86VQ0,Q9UMX1,-0.339463323
Q86VQ0,Q9P2K3,0.433764035
Q86VQ0,Q96CN9,0.719638218
Q86VQ0,Q9UBB9,0.810259113
Q86VQ0,P40222,0.137277616
Q86VQ0,O95373,0.795459906
Q86VQ0,Q99733,-0.105282414
Q86VQ0,Q9C0C9,0.963558747
Q8IW35,Q9HC77,0.455540393
Q8IW35,Q9Y2Z0,-0.672624158
Q8IW35,P62158,-0.075595514
Q8IW35,Q8TAP6,0.190612543
Q8IW35,Q5T7B8,0.117628189
Q8IW35,Q8NHV4,-0.348215204
Q8IW35,Q96JN8,0.612989352
Q8N0Z3,Q8N960,0.223492851
Q8N0Z3,Q9Y2D8,0.475165266
Q8N0Z3,O60341,-0.994326564
Q8N0Z3,O00410,-0.683358134
Q8N0Z3,Q9NPJ6,-0.745340353
Q8N0Z3,P61764,0.206327984
Q8N0Z3,Q9P2S5,-0.74751344
Q8N0Z3,Q9C0D2,-0.13017469
Q8N157,P50570,-0.706664831
Q8N157,P54257,-0.935398442
Q8N4C6,P49841,-0.285490844
Q8N4C6,Q9Y224,0.342721648
Q8N960,Q9HC77,0.077609631
Q8N960,Q01484,-0.94590603
Q8NA72,Q3B820,0.75700287
Q8NA72,H0Y7A7,-0.967737479
Q8NA72,O15182,-0.278922464
Q8NA72,Q12798,0.202555161
Q8NBT0,Q8TC44,0.603074146
Q8NBT0,P48643,0.186868458
Q8NBT0,P17987,-0.960853382
Q8NBT0,O14530,-0.553338971
Q8NBT0,Q13371,0.244660584
Q8NBT0,P49368,0.423668037
Q8NBT0,Q9Y266,0.297283743
Q8NBT0,P78371,-0.417639701
Q8NBT0,P50991,-0.907852562
Q8NBT0,Q99832,-0.252013391
Q8NBT0,P50990,0.657493463
Q8NBT0,P40227,-0.102410119
Q8TC44,Q9Y266,-0.780298139
Q8TC44,P78371,0.792568251
Q8TES7,Q96MT8,0.916926485
Q8TES7,Q9Y2D8,0.235451629
Q8TES7,O75478,0.222410093
Q8TES7,P63165,-0.433970345
Q8TES7,P14373,0.907999786
Q8TES7,Q8N6Y0,0.458263156
Q8TES7,Q8ND90,0.817866221
Q8TES7,Q13077,-0.372857042
Q8TES7,Q08379,-0.609897957
Q8TES7,Q8IYF3,-0.566684857
Q8TES7,Q93062,-0.523047346
Q8TES7,P15976,-0.335701048
Q8TES7,P36406,-0.349203332
Q8TES7,Q9UGJ1,-0.178272141
Q8TES7,Q9P2A4,-0.798305392
Q8TES7,Q13137,-0.721245677
Q8TES7,Q9BZW7,-0.648747686
Q8TES7,Q96CN9,0.282448859
Q8TES7,Q9H9H4,-0.106787766
Q8TES7,Q9BRK4,0.532260873
Q8TES7,Q9UKT9,-0.883568197
Q8TES7,Q9UJV3,-0.227201051
Q8TES7,Q9BYV2,0.412759108
Q8TES7,Q08117,0.417018629
Q8TES7,Q5VWN6,0.996908563
Q8TES7,Q15323,0.039310527
Q8TES7,A1A4H1,0.160386919
Q8TES7,Q9H2G9,-0.659744555
Q8TES7,Q6A162,0.140147529
Q8TES7,A1A4E9,0.221255866
Q8TES7,A4D127,0.475608656
Q8TES7,Q8TD10,-0.043964203
Q8TES7,Q5I0X7,0.414495579
Q8TES7,E9PJR5,0.063070287
Q8TES7,D3DR37,-0.486677541
Q8TES7,Q7Z6C6,-0.377572102
Q8TES7,Q05D60,-0.579143403
Q8TES7,Q9BW66,0.528133198
Q92834,Q96KN7,0.168228434
Q92834,Q14683,0.484209731
Q92834,Q9UQE7,-0.160442316
Q92834,O43924,-0.388991945
Q92834,Q8IX15,-0.311245172
Q96GX1,P18031,0.713388715
Q96GX1,Q9BU23,-0.723252232
Q96GX1,Q9H6U8,0.446846318
Q96GX1,Q15005,0.158293547
Q96GX1,Q96E22,0.144020354
Q96KN7,Q96RU7,0.338848244
Q96KN7,Q7L190,-0.28677669
Q96KN7,Q9HC52,-0.549392778
Q96KN7,Q8TAU3,0.121097361
Q96KN7,Q5TZK3,0.336026063
Q96KN7,G5E9B5,0.679096162
Q96KN7,Q9NQ87,-0.499477043
Q96KN7,Q9NX63,0.887741677
Q96KN7,Q9P0N9,0.359307779
Q96KN7,Q8WXI9,0.852428165
Q96KN7,Q9Y3M9,-0.236684495
Q96KN7,Q96JP0,-0.093856874
Q96KN7,Q9BWG6,0.747298284
Q96KN7,Q8IYE0,0.987073011
Q96KN7,Q8N5L8,0.496687373
Q96KN7,Q8TBZ8,-0.712568492
Q96KN7,Q8WTP8,0.39813765
Q96KN7,J3KR25,0.607985217
Q96KN7,O15479,-0.137173156
Q96KN7,P0C1Z6,0.607056807
Q96KN7,P0C7X2,0.654876903
Q96KN7,Q1MSJ5,0.236217448
Q96KN7,Q9Y252,0.813314257
Q96LK0,Q04864,0.112919541
Q96LK0,Q86T24,0.134891064
Q96LK0,Q92968,0.32318053
Q96LK0,Q9NRD5,0.350883571
Q96LK0,P55072,0.803823955
Q96LK0,Q9BQD3,-0.16610913
Q96LK0,Q9UJW9,-0.171366787
Q96LK0,Q53G59,0.95387277
Q96LK0,Q68CJ9,-0.201439683
Q96LK0,O60447,-0.264676741
Q96LK0,Q9H4L4,0.890639021
Q96LK0,Q8N205,-0.539746928
Q96LK0,Q92569,0.63223919
Q96LK0,A1A4H1,-0.603920457
Q96LK0,Q6PIV2,-0.645142445
Q96LK0,P60006,-0.248924649
Q96LK0,Q9P1Z2,-0.113385879
Q96LK0,Q8N1B4,-0.618088829
Q96LK0,Q96DT7,-0.049444833
Q96LK0,Q8IX15,0.063630528
Q96LK0,O43829,-0.350349573
Q96LK0,V9HW80,0.396033818
Q96LK0,Q8N8K9,0.362254084
Q96LK0,Q49A26,-0.46948897
Q96LK0,Q9UBK7,-0.238972647
Q96LK0,Q8IY42,-0.020279241
Q96LK0,Q9H2G4,-0.660878264
Q96LK0,Q9BWF2,-0.213285294
Q96LK0,A0A087WUI6,-0.704515642
Q96LK0,O95340,0.855696217
Q96LK0,P31321,-0.137124304
Q96LK0,P51508,0.408886825
Q96LK0,P51861,-0.551186315
Q96LK0,Q68D86,-0.413517043
Q96LK0,Q6P2D0,-0.954538792
Q96LK0,Q8NFW5,0.006170753
Q96LK0,Q96AQ1,-0.516147847
Q96LK0,Q9UKD1,-0.486081787
Q96LK0,Q9NYZ1,0.96548288
Q96LK0,Q9UNT1,0.073598267
Q96MT8,Q9UER7,-0.92099408
Q96MT8,Q15910,-0.52404955
Q96MT8,O60941,-0.0451542
Q96MT8,P53365,0.420301486
Q96MT8,Q8N6Y0,-0.163358618
Q96MT8,Q92844,-0.438798329
Q96MT8,Q969G3,-0.170573345
Q96MT8,O14964,-0.475243402
Q96MT8,Q99816,0.877496937
Q96MT8,Q9NRI5,-0.016861005
Q96MT8,O14777,-0.22559388
Q96MT8,Q9BQD3,0.058489847
Q96MT8,Q86Y13,0.226405217
Q96MT8,O75604,0.769231594
Q96MT8,Q9NS73,0.391386443
Q96MT8,O00233,-0.701125271
Q96MT8,Q96CS2,-0.943664069
Q96MT8,Q86XR8,0.0258747
Q96MT8,Q8TC07,-0.784521406
Q96MT8,Q9Y6W3,-0.068672169
Q96MT8,Q6P2H3,0.584767149
Q96MT8,Q9P2K3,-0.532790707
Q96MT8,Q9NPJ8,-0.548540818
Q96MT8,Q96GM5,0.692754323
Q96MT8,P40222,0.540703749
Q96MT8,Q8N3L3,-0.10592539
Q96MT8,Q63ZY3,-0.58796279
Q96MT8,Q8TBK6,0.814769416
Q96MT8,P55081,0.90579545
Q96MT8,Q8IYX8,0.322155107
Q96MT8,Q5HYH7,0.492376381
Q96MT8,Q8TD31,-0.858896238
Q96MT8,Q99909,-0.709935844
Q96MT8,Q49A88,-0.165163076
Q96MT8,Q3B820,0.782429253
Q96MT8,Q6NX45,0.2895478
Q96MT8,P15622,-0.503971289
Q96MT8,Q9NU19,-0.520483952
Q96MT8,Q9UHP6,-0.228961891
Q96MT8,A1L0U7,-0.179708891
Q96MT8,Q13515,0.839141844
Q96MT8,Q15560,-0.42075135
Q96MT8,Q96JP0,-0.242373499
Q96MT8,Q9BSW7,-0.034328677
Q96MT8,Q9BUI4,0.325949561
Q96MT8,P09917,-0.621996835
Q96MT8,A0A075B739,-0.548121421
Q96MT8,A0A087WUI6,0.252377836
Q96MT8,A0A0A0MR27,-0.099999575
Q96MT8,G5E9X2,0.517502503
Q96MT8,P55201,0.819886074
Q96MT8,Q12934,0.061254345
Q96MT8,Q1MSJ5,-0.71795321
Q96MT8,Q2TBE0,-0.634721088
Q96MT8,Q63HK5,0.826937417
Q96MT8,Q8NEH6,-0.506414508
Q96MT8,Q96M89,0.237010683
Q96MT8,K7ENL6,-0.451564219
Q96MT8,E9PHH9,0.576916059
Q96MT8,Q6P2R3,-0.445730046
Q96MT8,Q9UPN4,0.226528307
Q96MT8,Q8WXW3,-0.505878639
Q96MT8,B7ZMF0,-0.92113326
Q96MT8,Q5VT06,0.630094004
Q96MT8,Q2M1P5,-0.665992806
Q96MT8,Q9BT08,-0.629310762
Q96MT8,Q9GZN7,-0.421031912
Q96NL6,P62158,0.250482322
Q96NL6,Q9UHD2,-0.011149389
Q96NL6,Q02241,0.607410271
Q96NL6,Q9NX08,-0.262993487
Q96NL6,Q96A65,0.892228755
Q96NL6,O60826,-0.37593106
Q96NL6,Q86X83,0.821669618
Q96NL6,Q04837,-0.817898641
Q96NL6,Q2M2Z5,0.443973532
Q96NL6,Q86V48,0.124337453
Q9C0F1,O43242,-0.981801146
Q9C0F1,Q32MZ4,0.924870108
Q9C0F1,Q96EZ8,-0.678529504
Q9C0F1,Q9Y376,-0.996133131
Q9C0F1,Q969H6,0.368487122
Q9C0F1,Q9UL45,-0.276614762
Q9C0F1,Q6ICG6,0.487600846
Q9C0F1,P51116,-0.844341991
Q9C0F1,P41227,-0.367763618
Q9C0F1,Q8WV44,0.615027152
Q9C0F1,P29972,-0.7445665
Q9C0F1,P45984,-0.599307701
Q9C0F1,Q9H8W4,-0.45550245
Q9C0F1,Q9P2A4,-0.86214808
Q9C0F1,O76064,0.926088101
Q9C0F1,Q96CS2,-0.384285056
Q9C0F1,Q9UJX2,0.275198189
Q9C0F1,Q14689,-0.094354572
Q9C0F1,Q6P2H3,0.212933792
Q9C0F1,O95980,0.295253968
Q9C0F1,Q9BZW7,0.950911903
Q9C0F1,P25800,-0.588685871
Q9C0F1,Q8TAU3,-0.753774518
Q9C0F1,Q8NA61,-0.680117918
Q9C0F1,Q96HT8,0.957524096
Q9C0F1,P40222,0.577057112
Q9C0F1,O75409,0.614799359
Q9C0F1,Q9NYB9,0.132537398
Q9C0F1,P61952,-0.723447931
Q9C0F1,Q8IYX8,0.171221225
Q9C0F1,Q13895,-0.908302627
Q9C0F1,Q3B820,-0.095105013
Q9C0F1,Q53Y01,-0.756295905
Q9C0F1,Q5TZK3,-0.355292753
Q9C0F1,Q96SQ5,0.10154037
Q9C0F1,Q6IPU0,-0.897668616
Q9C0F1,Q6P158,0.043045655
Q9C0F1,Q6P2C6,0.859220603
Q9C0F1,Q8N7W2,0.910608068
Q9C0F1,P15622,-0.246178335
Q9C0F1,Q9UKJ5,0.007684191
Q9C0F1,Q8WYH8,-0.957100599
Q9C0F1,O75616,0.866909424
Q9C0F1,Q13515,-0.578123753
Q9C0F1,Q13561,-0.540568553
Q9C0F1,Q15560,0.887899799
Q9C0F1,Q96H43,-0.755155155
Q9C0F1,Q96T37,0.041525216
Q9C0F1,Q9BUI4,0.791917165
Q9C0F1,Q9BWG6,-0.637265758
Q9C0F1,Q8IYE0,-0.142307269
Q9C0F1,Q8IYX3,0.489037069
Q9C0F1,Q8NEQ2,-0.91554617
Q9C0F1,P0C7X2,-0.492946671
Q9C0F1,Q8N715,0.001139439
Q9C0F1,Q6P2R3,-0.634268382
Q9HC77,Q04206,0.026242152
Q9HC77,Q04917,-0.537508642
Q9HC77,P61981,0.74188547
Q9HC77,P53350,0.85956772
Q9HC77,Q7Z460,-0.298334575
Q9HC77,P33981,0.695499552
Q9HC77,Q96RK0,0.530654425
Q9HC77,Q6UUV7,0.972980354
Q9HC77,Q6P2H3,0.835050412
Q9HC77,Q15058,-0.56700951
Q9HC77,Q8NHV4,-0.406602039
Q9HC77,P11171,-0.239652006
Q9HC77,Q9UPN4,0.077709415
Q9HC77,B7ZMF0,-0.271335986
Q9HC77,Q8TCU4,0.333944182
Q9HC77,Q5VTD9,-0.305221532
Q9Y2D8,Q9UER7,-0.919286164
Q9Y2D8,P98170,-0.548777939
Q9Y2D8,Q13625,-0.22982804
Q9Y2D8,Q13131,-0.349920608
Q9Y2D8,P61964,0.175360391
Q9Y2D8,P51946,-0.835785218
Q9Y2D8,P56524,0.612355889
Q9Y2D8,P55196,-0.068467271
Q9Y2D8,Q16512,-0.247176865
Q9Y2D8,Q92993,-0.554531998
Q9Y2D8,P12814,-0.426698142
Q9Y2D8,Q14240,-0.707812726
Q9Y2D8,P25786,0.172552279
Q9Y2D8,Q16385,-0.224154294
Q9Y2D8,Q9H9D4,-0.336233822
Q9Y2D8,Q96NE9,0.87762417
Q9Y2D8,Q9C086,0.030800552
Q9Y2D8,Q8IXK0,0.999785823
Q9Y2D8,O94972,-0.514642377
Q9Y2D8,P19012,-0.372276661
Q9Y2D8,P41227,0.987327118
Q9Y2D8,Q53EZ4,0.544626037
Q9Y2D8,P55040,-0.160609053
Q9Y2D8,Q9H0W9,-0.557487738
Q9Y2D8,Q9GZT8,0.880280697
Q9Y2D8,Q9BXS5,-0.315609857
Q9Y2D8,Q9NW38,-0.336616664
Q9Y2D8,Q9H5Z6,-0.967659106
Q9Y2D8,Q8N5A5,-0.10727394
Q9Y2D8,Q9UJX2,-0.481112566
Q9Y2D8,Q99608,0.784278781
