from,to,weight
P07900,P04637,-0.538185019
P07900,P24941,0.872955805
P07900,Q9Y2Z0,-0.067736852
P07900,P05412,0.56978564
P07900,Q9UNE7,0.468662277
P07900,O95433,-0.419409205
P07900,Q02790,-0.557304035
P07900,P31749,-0.088180761
P07900,Q9UKV8,0.997316695
P07900,P12931,-0.116314712
P07900,P00533,0.442013649
P07900,Q16665,0.671656104
P07900,P37173,-0.015597101
P07900,O15111,0.49633759
P07900,P06239,-0.186608263
P07900,P30153,-0.360936283
P07900,P68400,-0.827801381
P07900,P00519,-0.259133236
P07900,P03372,0.282897734
P07900,P04150,-0.207408795
P07900,Q15185,-0.658432586
P07900,O60884,-0.803250716
P07900,Q9H6T3,-0.591048971
P07900,Q7L3B6,0.408312788
P07900,P04049,-0.588813995
P07900,P04626,-0.93246906
P07900,Q13451,-0.973560262
P07900,Q16543,-0.331102837
P07900,Q13131,0.840335116
P07900,Q15831,-0.844332465
P07900,P31948,0.687015466
P07900,Q9UIM3,-0.410342473
P07900,Q96Q40,0.98910119
P07900,Q96QS6,-0.480202917
P07900,Q99615,-0.925806771
P07900,Q9Y239,0.428198406
P07900,P12830,0.545869668
P07900,Q14653,0.322716369
P07900,Q9UHD2,0.156513501
P07900,Q00987,0.139730231
P07900,P35869,-0.30709243
P07900,P06241,-0.564077128
P07900,P51617,-0.615498498
P07900,O14920,-0.075219926
P07900,Q05513,-0.01608851
P07900,Q99558,0.100873644
P07900,P10275,-0.153115463
P07900,P08047,-0.910088153
P07900,Q9Y6K9,-0.860411629
P07900,Q13546,0.789852803
P07900,O43318,-0.885201506
P07900,P07814,0.570675073
P07900,O60260,0.850019186
P07900,P11142,0.689964515
P07900,P29474,-0.471459617
P07900,P41743,0.337374854
P07900,P13569,0.890387916
P07900,O14757,-0.852340538
P07900,P09936,0.186844732
P07900,P08253,0.041063161
P07900,P11802,0.392457413
P07900,Q9UBN7,0.50820664
P07900,Q71U36,0.644489226
P07900,Q07869,-0.215885971
P07900,Q15750,-0.595764777
P07900,P04629,-0.385459148
P07900,P48729,-0.450996797
P07900,Q96EB6,-0.256199536
P07900,O14746,0.118780165
P07900,Q00613,-0.260243811
P07900,P08238,0.071850598
P07900,Q99759,-0.404806504
P07900,Q9NYJ8,0.252025837
P07900,P11274,0.205415069
P07900,Q9BXA6,-0.570099154
P07900,P0DMV8,0.145956173
P07900,P61247,0.463155401
P07900,P19525,0.486854137
P07900,Q07912,0.071039172
P07900,P21860,-0.57543749
P07900,Q5S007,-0.972009625
P07900,Q14145,-0.970487186
P07900,Q13619,0.490369401
P07900,Q9HCU9,-0.876147149
P07900,O00170,-0.674214984
P07900,Q92597,0.639310198
P07900,P49327,-0.362690486
P07900,P50750,-0.369159847
P07900,Q14164,0.936879769
P07900,P11309,0.873522992
P07900,P36897,0.795623485
P07900,P34932,-0.308469353
P07900,Q14318,0.069536289
P07900,Q9BXM7,-0.178827051
P07900,P19388,0.982865591
P07900,Q96G23,0.558913777
P07900,Q08752,-0.438461917
P07900,P50502,0.705275725
P07900,P53041,0.820165887
P07900,Q96GD4,0.901921788
P07900,Q15418,0.974475027
P07900,Q9UHD1,-0.236626401
P07900,P22694,0.906886108
P07900,Q02153,0.796011942
P07900,O14654,-0.882512003
P07900,O95801,-0.179517176
P07900,P23258,0.044710783
P07900,P51398,-0.307777481
P07900,P43034,-0.274140376
P07900,Q03113,-0.350779699
P07900,Q15785,-0.010497803
P07900,Q9Y266,-0.269496949
P07900,Q9BQI3,0.00400922
P07900,O75460,0.007236608
P07900,Q9H7B4,-0.024735365
P07900,O94826,-0.676307243
P07900,Q719I0,0.370722235
P07900,O94966,-0.184204933
P07900,Q9BYZ6,0.336183236
P07900,O95718,0.428027126
P07900,Q12809,0.891185482
P07900,Q8WVJ2,0.750529442
P07900,Q8IWD4,-0.2471612
P07900,Q9H1R3,0.230951856
Q9Y297,P04637,0.213250224
Q9Y297,P63208,0.479709557
Q9Y297,Q04206,-0.53978331
Q9Y297,Q00653,0.926953939
Q9Y297,P19838,0.589121609
Q9Y297,P49841,-0.798093868
Q9Y297,P25054,-0.708298546
Q9Y297,P18848,-0.155999926
Q9Y297,Q16621,-0.946196722
Q9Y297,Q00987,0.669165493
Q9Y297,P25963,-0.435651861
Q9Y297,O14920,-0.824800107
Q9Y297,Q15653,0.885336982
Q9Y297,Q12959,-0.607553863
Q9Y297,Q9UKB1,0.661532474
Q9Y297,Q13616,0.850751046
Q9Y297,Q9Y4G8,-0.830776257
Q9Y297,O43524,0.653712605
Q9Y297,P30305,0.902841313
Q9Y297,Q9Y2T1,-0.098601814
Q9Y297,P30304,0.531681484
Q9Y297,P35222,-0.848389425
Q9Y297,P46937,0.885076597
Q9Y297,Q9GZV5,0.637072984
Q9Y297,O00418,0.056630339
Q9Y297,Q9NS23,-0.328436889
Q9Y297,P62877,-0.432037755
Q9Y297,Q13127,-0.509206867
Q9Y297,O75410,0.343605845
Q9Y297,Q13485,0.609952631
Q9Y297,P35968,0.106060135
Q9Y297,Q8WWW0,-0.959284458
Q9Y297,Q02750,0.639131108
Q9Y297,O15294,-0.077775723
Q9Y297,P10912,0.48442221
Q9Y297,O43521,-0.533264763
Q9Y297,P62837,-0.701638549
Q9Y297,Q15843,-0.564292294
Q9Y297,P55072,0.571154786
Q9Y297,Q13043,-0.980165825
Q9Y297,P14923,0.299218755
Q9Y297,Q9UKT4,0.403138463
Q9Y297,O15169,-0.368383374
Q9Y297,P15822,0.800908563
Q9Y297,Q14145,-0.697494851
Q9Y297,Q13009,0.449786804
Q9Y297,Q96T88,0.221254508
Q9Y297,Q9HAW4,0.39475107
Q9Y297,Q9H3D4,-0.878248655
Q9Y297,P49427,0.600111095
Q9Y297,O95863,-0.060126014
Q9Y297,Q9UH99,-0.127027027
Q9Y297,Q86T82,0.687082268
Q9Y297,Q13188,0.960046564
Q9Y297,Q53EL6,-0.024121706
Q9Y297,Q00839,-0.86923942
Q9Y297,O14503,0.809333861
Q9Y297,Q9Y4X5,-0.984738683
Q9Y297,Q5D1E8,-0.57093771
Q9Y297,O00444,0.636261656
Q9Y297,P32314,0.480714133
Q9Y297,Q712K3,0.36077242
Q9Y297,Q9C026,0.975801487
Q9Y297,Q01664,0.202692719
Q9Y297,Q96AQ3,-0.566709422
Q9Y297,Q9NQ86,0.750376074
Q9Y297,Q8TB45,-0.439533139
Q9Y297,P30291,0.810983856
Q9Y297,Q9Y266,0.965745062
Q9Y297,O43847,0.239293571
Q9Y297,P10071,-0.35041721
Q9Y297,Q5JTC6,0.810314517
Q9Y297,Q16635,0.460972971
Q9Y297,A0A0J9YY34,-0.734325239
Q9Y297,Q92519,0.446073529
Q9Y297,O15534,-0.924610906
Q9Y297,Q6PGQ7,0.41513858
Q9Y297,Q9NX09,-0.040264087
Q9Y297,Q96K76,-0.022827836
Q9Y297,O76031,-0.124601343
Q9Y297,P31629,0.761907227
Q9Y297,Q86WH2,0.590737855
Q13177,P08631,0.096888728
Q13177,Q15052,0.294509011
Q13177,O60504,-0.21301393
Q13177,Q9BX66,0.873221461
Q13177,Q8TEJ3,-0.559056581
Q13177,Q14155,-0.622307233
Q13177,P16333,0.628718852
Q13177,P12931,-0.566987833
Q13177,P60953,0.091497457
Q13177,P00519,0.292503303
Q13177,P04049,-0.920390501
Q13177,Q96B97,0.531052176
Q13177,O43639,-0.932698978
Q13177,P53667,0.184482144
Q13177,P62993,-0.397875486
Q13177,P63000,0.85603594
Q13177,P42574,0.068515576
Q13177,P55210,-0.480610144
Q13177,Q9H4E5,-0.368016277
Q13177,Q9Y2X7,0.177113441
Q13177,O94875,-0.970743894
Q13177,Q14161,0.730226047
Q13177,Q9BUB5,0.86824243
Q13177,Q9NVF7,-0.960017879
Q13177,Q9NYB9,0.742148388
P08631,Q13444,0.107507346
P08631,Q07666,-0.331989294
P08631,P00533,-0.881230052
P08631,P00519,-0.367368482
P08631,P42684,-0.17062909
P08631,Q8WUM4,-0.751431794
P08631,P14373,-0.159272359
P08631,Q96B97,-0.410433702
P08631,Q07889,-0.19599562
P08631,P42768,0.335509076
P08631,P22681,-0.564400281
P08631,Q92556,-0.207996599
P08631,Q8ND90,0.695168364
P08631,P11274,0.254271784
P08631,Q15654,0.244084747
P08631,Q93062,-0.183075156
P08631,P20936,-0.082001768
P08631,Q9ULH1,0.620707699
P08631,Q13905,0.314611803
P08631,P78358,0.306869683
P08631,Q5JR59,-0.206919711
P08631,Q8WW24,0.445709305
P08631,Q8IYA8,-0.087875674
P08631,Q92569,-0.854540972
P08631,Q9UJV3,0.13980444
P08631,P42338,-0.598869739
P08631,P60409,-0.741971285
P08631,Q969Y2,-0.449323267
P08631,P60411,0.789526424
P08631,Q15323,-0.482564959
P08631,Q9HD26,0.316302381
P08631,Q8TAK6,0.488875081
P08631,Q99062,0.108936378
P08631,Q6A162,-0.131863272
P08631,Q7Z3S9,-0.927683256
P08631,P60410,0.754919575
P08631,Q9NP55,-0.529157019
P08631,Q0VD86,0.949328548
P08631,O95994,0.35598845
P08631,Q5TD97,0.669992564
P08631,Q14644,0.083517523
P08631,A6NC98,0.051322258
P08631,B8A4K4,0.596449708
P08631,J3KNW4,0.013417292
P08631,O75031,-0.95183541
P08631,O76011,-0.897594751
P08631,O76013,0.188998265
P08631,P60369,0.394765032
P08631,Q07627,0.294997057
P08631,Q58EX7,-0.93367839
P08631,Q5T749,0.010431853
P08631,Q8IUG1,0.874820084
P08631,Q92764,0.800332657
P08631,Q96NM4,-0.749815232
P08631,Q9BYR8,-0.234327476
Q15052,Q13444,0.417016493
Q15052,Q13153,0.892622184
Q15052,P60953,-0.56348901
Q15052,Q13625,0.309706546
Q15052,Q12933,0.124120221
Q15052,O60880,0.436051998
Q15052,Q8ND90,0.938488552
Q15052,O94868,0.363755513
Q15052,Q9Y2X7,-0.829814273
Q15052,Q14161,0.738375441
Q15052,Q9UKT9,-0.776780484
Q15052,Q9BYV2,0.137087297
Q15052,Q86Y26,0.828469982
Q15052,O75081,-0.469646659
Q15052,A0A0C4DGS5,0.372991403
Q15052,O75031,-0.141816763
Q15052,P78424,-0.48629697
Q15052,Q7Z3Y8,0.240450272
Q15052,Q8N5R6,-0.483277684
O60504,P31749,0.190353262
O60504,O14641,-0.94952082
O60504,P14373,-0.506096826
O60504,P51946,0.629053144
O60504,Q92997,-0.110907353
O60504,P56282,-0.953351394
O60504,P28482,0.106718689
O60504,Q13191,0.738850727
O60504,Q9BUJ2,-0.700430116
O60504,O15357,0.492207411
O60504,O14964,-0.133341559
O60504,O15372,-0.277130593
O60504,Q14151,0.747384966
O60504,Q9BST9,0.132442482
O60504,Q8TDM6,0.787487295
O60504,Q92841,-0.303641527
O60504,Q92625,0.811444997
O60504,O14512,-0.832672898
O60504,P13807,-0.31269698
O60504,P24278,0.540173932
O60504,P38159,-0.424556983
O60504,Q96HR8,-0.706602555
O60504,P26196,0.114888058
O60504,Q6UY14,-0.77199313
O60504,Q8NEC5,0.944653645
O60504,Q8N684,0.918641917
O60504,O43482,0.047406573
O60504,P61978,0.383181031
O60504,O75604,0.611970614
O60504,Q9HAT0,-0.869461584
O60504,Q8WV44,-0.855336544
O60504,P42773,0.694369248
O60504,P36406,0.235620461
O60504,P55040,-0.296611748
O60504,Q96MA1,-0.534937692
O60504,O43439,-0.455295642
O60504,Q9H788,-0.191067088
O60504,Q9UJX2,0.16233372
O60504,Q9NYF3,-0.730934681
O60504,Q14689,-0.302044704
O60504,Q92917,-0.732324332
O60504,Q96IQ9,-0.532325521
O60504,Q96FN4,-0.955657791
O60504,P47897,0.554316645
O60504,Q9BZW7,0.959353497
O60504,Q9NZD8,-0.354633856
O60504,Q9H9H4,-0.071770605
O60504,Q13671,-0.480761142
O60504,Q15742,-0.803005564
O60504,Q9NX04,0.810123806
O60504,Q8IYR0,0.228021581
O60504,Q9UHY1,-0.448008859
O60504,P18206,-0.789439101
O60504,Q13064,-0.574416931
O60504,O43189,0.967476226
O60504,O75771,-0.555157261
O60504,P40222,0.419610371
O60504,Q63ZY3,-0.005651757
O60504,Q8IWX8,0.531812428
O60504,P52597,0.737812862
O60504,Q8TF74,-0.230753126
O60504,Q9NYB9,0.607551481
O60504,Q06455,-0.530635507
O60504,Q96PV4,-0.233561442
O60504,Q8TB93,0.023933307
O60504,Q9H0I2,-0.364315116
O60504,Q8TD31,-0.02519296
O60504,Q63HR2,0.408066248
O60504,Q8NA54,-0.950647971
O60504,O15160,0.553541864
O60504,Q3SY00,-0.946685791
O60504,Q494U1,-0.796213377
O60504,Q8IYX7,0.136398334
O60504,Q6IBN1,0.193666299
O60504,O15156,-0.58695806
O60504,Q5JVL4,-0.192868609
O60504,Q5ST30,0.609586965
O60504,Q5T5P2,-0.971649191
O60504,Q6IB98,-0.103522098
O60504,Q6NYC8,0.577243323
O60504,Q2TAC2,-0.102194337
O60504,Q7L5A3,0.13719363
O60504,Q9HC98,0.61049115
O60504,Q9NU19,0.876596931
O60504,Q9NV31,-0.184778234
O60504,Q9UJX0,-0.117757629
O60504,Q9NQZ6,0.680859937
O60504,Q9UK58,0.474904398
O60504,O96006,0.879650834
O60504,A5D8V6,-0.557564212
O60504,Q9NZQ3,0.651563214
O60504,Q96HB5,-0.711999506
O60504,O95872,-0.221858756
O60504,Q9BSW2,-0.424183761
O60504,Q9BVV2,-0.818881301
O60504,Q9BWG6,-0.700257066
O60504,Q9C0A6,0.027758497
O60504,Q8N8B7,-0.647078313
O60504,Q8NI38,-0.448733504
O60504,O43281,0.538221254
O60504,Q53H80,-0.705923275
O60504,P31751,-0.354742293
O60504,Q8N4B1,0.674786977
O60504,Q16204,0.483913462
O60504,A0A075B739,-0.260550099
O60504,A0A087WUI6,0.427259608
O60504,A0A0J9YY01,-0.522730258
O60504,A0A0J9YY34,-0.922111478
O60504,D6W601,-0.627094629
O60504,F5H3M2,-0.883267758
O60504,H7C112,0.033541979
O60504,J3KMY6,-0.815109679
O60504,J3KNI1,0.45689574
O60504,O60568,-0.902784953
O60504,O75145,0.950948606
O60504,O95995,0.043474562
O60504,P23415,-0.078659458
O60504,Q1MX18,0.293727641
O60504,Q53GI4,-0.909595151
O60504,Q68D86,-0.789598507
O60504,Q6ZU52,-0.682186714
O60504,Q86YQ8,-0.715492317
O60504,Q8IXY8,-0.407178748
O60504,Q96N21,-0.172620298
O60504,Q99829,-0.131370659
O60504,Q9P286,-0.824627414
O60504,Q9H987,-0.949472898
Q9BX66,P06213,-0.661654001
Q9BX66,P00519,-0.077149275
Q9BX66,P55196,-0.255966495
Q9BX66,O15357,0.084619706
Q9BX66,P22681,0.770124961
Q9BX66,O15265,-0.391035762
Q9BX66,O14492,0.909585909
Q9BX66,P18206,0.38572683
Q9BX66,Q8WU20,0.090537622
Q9BX66,O75955,0.024463919
Q9BX66,Q01101,0.321716208
Q9BX66,P98172,-0.998472866
Q8TEJ3,Q13444,0.545593336
Q8TEJ3,P63000,-0.929638894
Q13444,P07948,0.689691532
Q13444,P07947,0.994337196
Q13444,Q8WV41,0.302786025
Q13444,Q9UKS6,0.182731079
Q13444,Q14155,0.254153758
Q13444,P16333,-0.13882011
Q13444,O15259,0.541981952
Q13444,P12931,0.393357475
Q13444,P06239,-0.264066032
Q13444,Q99962,-0.728364354
Q13444,P06241,-0.596793377
Q13444,P62993,0.511402824
Q13444,P54253,-0.507710469
Q13444,Q13643,-0.795488174
Q13444,O94875,0.334559258
Q13444,Q9Y5X1,-0.724108499
Q13444,Q93062,-0.621760468
Q13444,Q15645,-0.244857596
Q13444,Q5TCZ1,0.962050327
Q13444,Q8N9N5,-0.362055477
Q13444,P37198,0.179473907
Q13444,Q02446,-0.526050979
Q13444,A1E959,-0.564847089
P07948,P29353,0.617192584
P07948,P12931,0.257823816
P07948,Q07666,0.977097874
P07948,P00533,-0.303943866
P07948,P06493,-0.963377931
P07948,Q13094,-0.684571296
P07948,P29350,0.094371119
P07948,Q92835,-0.916895476
P07948,P20273,-0.413968594
P07948,Q9NWQ8,0.4953121
P07948,P19235,-0.093778559
P07948,P27361,0.088346707
P07948,P10721,0.898862968
P07948,Q15642,-0.109781456
P07948,P56945,0.76361903
P07948,P05556,-0.226174175
P07948,P43405,-0.640080416
P07948,P22681,-0.370032335
P07948,P15941,-0.955024846
P07948,P46527,-0.826301142
P07948,P48023,-0.389758242
P07948,P32927,0.398734309
P07948,Q14511,-0.986109073
P07948,Q9HBA0,-0.436972021
P07948,P16885,-0.766219845
P07948,Q9HCN6,0.901833282
P07948,Q05397,0.560682535
P07948,P14317,-0.016891268
P07948,O75807,0.554050216
P07948,Q99704,0.839922787
P07948,P48736,0.494705077
P07948,Q13432,-0.995720376
P07948,Q8WWW8,0.321453049
P07948,Q8NDB2,0.539168888
P07948,P08575,0.109857068
P07948,P25063,0.922569881
P07947,Q07666,-0.91795823
P07947,P00533,0.492847596
P07947,P49023,0.76348041
P07947,P27986,-0.785889438
P07947,Q9H204,-0.794235406
P07947,O14641,0.645040579
P07947,Q8WUM4,-0.123308381
P07947,Q9Y4K3,0.247149043
P07947,Q12933,-0.131330384
P07947,Q13191,-0.182292989
P07947,P10721,-0.677868606
P07947,P56945,-0.251774311
P07947,Q9NRD5,-0.33707503
P07947,O14543,0.835895744
P07947,O14512,0.926792302
P07947,P51116,0.566491356
P07947,Q16630,0.660685782
P07947,P27635,-0.94702635
P07947,Q9HCN6,-0.077372534
P07947,Q14457,0.500210189
P07947,Q15428,0.366880796
P07947,Q9HD42,0.293193951
P07947,Q05397,-0.746543647
P07947,Q96Q35,0.523693002
P07947,Q14847,0.799674858
P07947,Q9GZT8,0.436621941
P07947,Q9C035,-0.372096087
P07947,Q9NR46,0.071527937
P07947,Q9NVV9,-0.743637993
P07947,Q9UKT9,0.064032865
P07947,Q96BR9,0.139827312
P07947,Q9H257,-0.114803787
P07947,P17661,0.190259126
P07947,Q9Y2J4,-0.699024952
P07947,Q8IYX8,0.428478292
P07947,Q6P1W5,0.55166744
P07947,P14136,-0.503439374
P07947,Q8TAK6,0.60458952
P07947,Q3SY00,-0.211156894
P07947,I6L996,-0.903273385
P07947,Q8IVP5,-0.181955789
P07947,Q9BWW4,-0.850890991
P07947,Q96D03,0.848219433
P07947,Q8N9I9,-0.989525193
P07947,Q96GY0,0.623385176
P07947,O43281,0.09319517
P07947,Q8TD16,-0.550305635
P07947,P51114,0.158580899
P07947,Q96N16,0.891322682
P07947,B8A4K4,-0.367251411
P07947,E9PEI4,-0.716912557
P07947,O95995,0.495537283
P07947,Q8N5R6,0.901147638
P07947,Q9Y592,-0.498185821
P07947,Q68D51,-0.058405722
Q8WV41,P48023,0.399077522
Q8WV41,Q9Y5X1,-0.582470176
Q8WV41,Q7L190,0.122366218
Q8WV41,P41227,-0.922378423
Q8WV41,Q96HR8,-0.951829194
Q8WV41,B3KQ07,-0.465533523
Q9UKS6,Q07889,-0.153524653
Q9UKS6,P48023,0.827490844
Q9UKS6,O43597,0.910571426
Q9UKS6,Q07890,-0.373618205
Q9UKS6,Q9BY11,-0.253639191
Q9UKS6,O00401,0.837759323
Q9UKS6,Q9UNF0,0.483857565
Q9UKS6,O14787,-0.477063497
Q9UKS6,Q96GM5,0.535532973
Q9UKS6,P59991,-0.613108546
Q9UKS6,Q9UHV8,-0.51267764
Q14155,Q13153,-0.91217699
Q14155,P00533,0.613824632
Q14155,Q96J02,0.600285907
Q14155,P60953,-0.99367287
Q14155,Q14160,0.366250163
Q14155,P61981,-0.544773893
Q14155,O60880,-0.86214409
Q14155,Q13191,0.835313002
Q14155,P63000,-0.801744181
Q14155,P22681,0.07049965
Q14155,P50222,-0.503604678
Q14155,Q9Y2X7,-0.403564326
Q14155,Q5S007,-0.937471984
Q14155,Q14161,0.20306543
Q14155,A4D127,-0.384225185
Q14155,Q9Y566,-0.355707064
Q14155,Q9UPX8,-0.859152417
P16333,Q13153,-0.245207045
P16333,Q07666,0.665100758
P16333,P00533,-0.781083328
P16333,P09619,-0.762926393
P16333,P00519,-0.568596464
P16333,P42684,0.713505296
P16333,Q8IZP0,0.677292357
P16333,Q8WV28,-0.976942935
P16333,Q13094,0.937426464
P16333,Q9UHD2,0.153640705
P16333,Q14118,0.287225607
P16333,Q07889,-0.788159503
P16333,Q05193,-0.964847755
P16333,P42768,-0.865678036
P16333,O43516,-0.524560458
P16333,O60880,0.437385466
P16333,O15117,0.320573952
P16333,P56945,0.622412298
P16333,Q16513,0.545804077
P16333,P22681,-0.11210385
P16333,P54762,0.946813616
P16333,P48023,-0.900449698
P16333,P07766,-0.223367362
P16333,P35968,-0.446807433
P16333,O95819,0.565769875
P16333,P10912,-0.57516579
P16333,A7KAX9,-0.619905873
P16333,Q14511,0.596629079
P16333,O14512,0.169306992
P16333,P20042,0.814094866
P16333,Q07912,0.192903211
P16333,P20936,-0.45760445
P16333,O60500,0.157970863
P16333,O00401,0.396615796
P16333,Q92918,0.795650624
P16333,P10301,-0.040175176
P16333,Q05397,-0.958571556
P16333,O60496,-0.826808394
P16333,Q92569,-0.007588457
P16333,Q6PJG9,-0.529500118
P16333,Q99704,0.198267276
P16333,Q8TAK6,0.858423095
P16333,Q9NZQ3,-0.95527076
P16333,Q8N4C8,0.021452595
P16333,P52757,-0.540368938
Q13158,P53355,0.732593847
Q13158,P61586,-0.062644318
Q13158,Q99836,0.625532349
Q13158,P63165,-0.26987501
Q13158,P50591,-0.769229437
Q13158,Q9Y6K9,-0.345249647
Q13158,Q13546,0.690182895
Q13158,Q9UKL3,-0.708271794
Q13158,Q15628,0.0967704
Q13158,P15311,0.427583358
Q13158,O95477,-0.762267456
Q13158,Q14790,-0.870295832
Q13158,P48023,0.481472491
Q13158,Q92851,0.07345592
Q13158,P25445,0.007462473
Q13158,P55957,-0.523563018
Q13158,O95243,-0.029704329
Q13158,Q9Y572,-0.837590776
Q13158,P19438,0.522629182
Q13158,P53350,0.664723551
Q13158,Q99497,0.35955811
Q13158,O15519,0.541380171
Q13158,O00560,-0.477796057
Q13158,Q9UNN5,-0.806529446
Q13158,Q9HB75,-0.524184661
Q13158,O00220,-0.854244451
Q13158,P78317,-0.027837907
Q13158,Q9H1Y0,-0.351598048
Q13158,Q15121,0.307707307
Q13158,P51398,-0.081730336
Q13158,Q96D03,-0.66449488
Q13158,Q15560,0.382944067
Q13158,O75618,0.839658449
Q13158,P62324,0.570359924
Q13158,O14763,0.864925416
Q13158,Q13765,0.663823431
Q13158,A1L443,-0.046570631
O00571,Q00653,-0.103103891
O00571,P11940,-0.160603817
O00571,P03372,0.508235913
O00571,Q7Z434,0.554286085
O00571,P67809,0.861002123
O00571,Q9UBU9,-0.180891362
O00571,P55884,0.118234219
O00571,Q04637,-0.760436211
O00571,P06748,0.912899731
O00571,P06730,0.9277164
O00571,P05198,0.846756674
O00571,Q14164,-0.828125578
O00571,O15371,0.361258663
O00571,Q99613,-0.168497656
P49755,Q9Y3B3,0.567116796
P49755,Q15363,0.979426233
P49755,Q92542,-0.123788008
P49755,P17706,-0.251190045
P49755,Q9Y678,-0.915239046
P49755,Q9BVK6,0.190437431
P49755,O15260,-0.062210398
P10415,Q12983,-0.670345654
P10415,O60238,-0.005726689
P10415,P04637,-0.365857014
P10415,O15151,-0.62677208
P10415,P45983,-0.465866745
P10415,P06493,0.438293681
P10415,Q07812,0.357891859
P10415,P38398,-0.839290963
P10415,Q13625,-0.525178595
P10415,P04049,0.729855475
P10415,Q99933,-0.242317697
P10415,Q99638,0.449170787
P10415,Q16637,0.088583307
P10415,P62136,-0.040861716
P10415,P28482,-0.850178553
P10415,Q9BXH1,-0.527073725
P10415,P49768,-0.034986021
P10415,Q92934,0.251134044
P10415,Q07817,0.260571387
P10415,Q14790,0.514808329
P10415,P01106,-0.987631074
P10415,Q9H2V7,0.306966108
P10415,P55957,-0.54501801
P10415,P67775,-0.874117921
P10415,O43521,0.18621412
P10415,O00198,0.951334687
P10415,P51572,-0.617988935
P10415,Q13323,-0.124066457
P10415,Q16611,-0.672345447
P10415,Q13794,-0.431121416
P10415,P22736,-0.430257049
P10415,Q9C000,0.892161737
P10415,Q14457,-0.456426264
P10415,P10301,-0.462987758
P10415,Q9NZS9,0.065508244
P10415,Q14318,0.784444611
P10415,Q9C0C7,-0.890743474
P10415,Q08752,-0.865045005
P10415,Q9NQC3,-0.497715457
P10415,Q12982,0.664041573
P10415,P00441,0.131697041
P10415,Q96LC9,-0.7883514
P10415,Q7Z465,0.922960545
P10415,Q08209,0.063714132
P10415,Q14643,-0.458532336
P10415,Q96PG8,0.734361885
P10415,O60551,-0.721853372
Q12983,O60238,0.359545012
Q12983,O43889,0.501878739
Q12983,Q15436,0.702745229
Q12983,Q07817,-0.987759529
Q12983,Q96BA8,0.671873038
Q12983,Q86UP2,-0.165598022
Q12983,Q04941,0.923349581
Q12983,Q13323,-0.081427914
Q12983,Q9GZQ8,-0.641833438
Q12983,O60313,-0.086660178
Q12983,Q96DZ9,0.041452028
Q12983,Q969F0,-0.604445403
Q12983,Q12982,0.475090615
Q12983,Q96IW7,-0.952702484
Q12983,Q9BXN2,0.960164457
Q12983,Q96MX0,0.91487533
Q12983,Q9NRP0,0.513014506
Q12983,Q9NS64,0.272377007
Q12983,Q5T700,0.244802353
Q12983,Q9BZL3,-0.27006925
Q12983,Q13021,0.325629483
Q12983,P17152,0.784000111
Q12983,Q08722,0.443635797
Q12983,Q96HJ5,-0.914160796
Q12983,O15393,-0.369019914
Q12983,P05981,-0.994631201
Q12983,Q8NI37,-0.055438054
Q12983,Q92520,-0.966783063
Q12983,Q96D05,-0.757708049
Q12983,Q9BVX2,0.996228801
Q12983,Q9H2S6,0.276226983
O60238,P60520,-0.140641504
O60238,Q01844,0.013175554
O60238,Q9H0R8,0.65099572
O60238,Q9H492,-0.40906123
O60238,Q969F0,-0.805202163
O60238,Q9NRQ5,0.281821059
O60238,Q9BXN2,0.571888518
O60238,Q9NQ11,0.80932557
O60238,Q5T700,-0.014202631
O60238,Q13021,0.896896306
O60238,P17152,0.659453164
O60238,Q658P3,0.654467614
O60238,Q9P104,0.049406983
O60238,A0PK00,-0.178054437
O60238,O43169,0.8174119
O60238,Q9H2S6,0.928760835
O60238,Q9NRS4,-0.804373822
P43487,P62826,0.963142774
P43487,P18754,-0.088855743
P43487,O14980,0.697259729
P43487,Q14974,0.531897759
P06400,P24941,-0.973233907
P06400,Q13547,0.318548129
P06400,Q99708,-0.189631008
P06400,Q16539,-0.761563333
P06400,O15151,-0.645666807
P06400,P05412,-0.962280677
P06400,Q16665,0.569814852
P06400,P06493,-0.039802501
P06400,P15336,0.889390536
P06400,Q9UQ80,-0.309380922
P06400,P38398,0.547569511
P06400,P00519,-0.878510529
P06400,Q14686,-0.275882998
P06400,P04049,-0.00997592
P06400,Q14653,-0.231878988
P06400,P49715,-0.487582027
P06400,P17676,0.265663667
P06400,Q00987,0.169978059
P06400,P35869,-0.393039954
P06400,P62136,-0.996331512
P06400,Q66K89,-0.097634911
P06400,P38936,0.958355011
P06400,Q09472,0.896642669
P06400,P14373,-0.277646446
P06400,P29590,-0.616548765
P06400,P62993,-0.737921844
P06400,P51532,-0.440505937
P06400,Q92831,0.177412307
P06400,P15172,0.218566698
P06400,P10275,-0.447159126
P06400,P08047,0.298876304
P06400,Q9NY61,-0.416383727
P06400,Q14188,0.17824739
P06400,O43524,-0.137793027
P06400,O75150,0.156401083
P06400,Q13107,0.190310346
P06400,P42574,-0.638280479
P06400,Q16254,0.624822162
P06400,P40763,-0.500863886
P06400,P55210,0.263602686
P06400,O15379,-0.907482714
P06400,O14757,0.980332041
P06400,Q9Y463,0.371357754
P06400,P30279,-0.971509534
P06400,P11802,0.032449526
P06400,Q92769,0.156732818
P06400,P09884,-0.95687539
P06400,P05549,0.691807307
P06400,P55345,0.643177563
